33.19,31.692,34.28,32.632,35.06,34.988
33.382,33.677,34.711,34.615,34.267,35.044
33.699,34.127,34.678,35.219,33.203,34.473
34.827,33.284,35.534,35.871,34.083,36.165
35.956,32.292,36.064,35.254,34.703,36.328
37.45,32.341,36.349,35.562,35.649,36.751
36.521,34.474,36.919,35.837,36.171,36.068
36.454,33.879,37.205,35.528,37.084,37.24
35.226,33.73,36.512,34.328,36.628,37.044
34.661,31.994,34.678,33.445,33.953,36.556
33.167,31.2,32.355,32.428,31.083,34.082
31.707,30.481,31.744,31.744,29.778,32.56
33.798,32.181,32.804,32.245,31.602,31.522
35.648,36.034,36.085,35.397,35.333,33.859
39.976,40.784,40.576,40.909,40.869,39.951
42.816,43.39,43.332,44.741,44.397,45.88
44.536,45.018,45.146,45.559,47.555,51.628
44.236,45.709,45.428,45.934,49.926,53.882
44.516,46.828,47.184,47.833,52.049,56.378
44.339,47.164,47.168,49.688,53.882,56.571
43.629,46.581,47.82,50.879,53.897,57.122
42.075,46.408,47.213,49.972,55.267,NaN
43.168,46.675,49.477,50.665,56.311,NaN
45.146,46.359,49.416,50.834,57.707,NaN
45.631,46.49,50.239,52.311,58.17,NaN
46.039,46.019,49.824,53.354,58.484,NaN
46.149,47.73,51.979,55.478,58.779,NaN
47.715,48.954,53.684,56.906,58.909,NaN
47.611,49.622,55.526,57.473,NaN,NaN
48.285,50.285,55.998,57.768,NaN,NaN
48.845,49.38,56.205,56.847,NaN,NaN
51.001,48.857,53.531,57.275,NaN,NaN
52.484,48.552,52.84,56.555,NaN,NaN
53.131,49.879,53.373,57.446,NaN,NaN
52.891,50.148,56.649,56.472,NaN,NaN
51.857,50.516,58.148,NaN,NaN,NaN
51.859,52.008,58.431,NaN,NaN,NaN
51.363,54.85,57.692,NaN,NaN,NaN
52.327,56.99,NaN,NaN,NaN,NaN
52.154,57.08,NaN,NaN,NaN,NaN
52.282,57.047,NaN,NaN,NaN,NaN
51.3,NaN,NaN,NaN,NaN,NaN
51.485,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
